Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m?) Missing HI and AK,GDP 2018,"Percentage Living in Poverty, All Ages, 2016",% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),Social Association Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,% Fair or Poor Health,Average Number of Physically Unhealthy Days,% Smokers (adults),% Adults with Obesity,% Physically Inactive,% With Access to Exercise Opportunities,Chronic Respiratory Disease: mortality rate per 100K (2014),Avg Temp 10 Before First-Current,Stay At Home Order After First Case
32,6,107002,22.1640717,17.1370629,0.96914076,1.95510364,2.15603447,0.25420086,16.174464,76.7798733,49.9345807,22.6034095,138.6,51.8,10726.43,3389781,11.7,3.76164625,13.7,4.16759013,9.45876923,8.5,Yes,18.2285714,13.736648,3.80388702,14.7172277,33.5,23.6,79.6961479,50.7,7.01025641,1
63,1,102811,19.9920242,20.3810876,1.59613271,0.39879001,0.87539271,0.0457,7.10721615,89.0177121,50.7941757,53.6757818,195.5,78.7,15152.58,3487746,9.4,3.27461403,11.2,3.75858422,11.8237961,10.6,Yes,12.2550301,15.3156593,3.91361531,16.2150839,35.6,26.7,60.6230339,46.6,9.783333333,1
893,24,1218452,18.6916678,18.9073513,13.174011,0.15938256,4.10258262,0.0362,2.17997919,78.3732145,51.6685105,2.48629172,1675.6,807,13681.01,86799511,11.5,4.03909673,15,5.17190967,12.1417966,13.3,Yes,13.8304383,12.7315679,3.22014531,16.9910389,28.1,20.9,91.9930388,48.8,8.028571429,1
28,1,65263,19.1685948,21.9695693,0.877986,0.14556487,0.30645235,0.0123,0.79524386,96.9982992,50.1984279,67.4866915,105.5,49.8,13766.94,2344977,13.8,5.02364066,13.6,4.3523998,19.652052,11.9,Yes,10.1415929,16.2761785,3.95248812,18.7268688,42.3,30.8,78.5265662,56.66,6.015625,1
156,14,164742,19.4170278,21.4954292,6.25827051,0.17663984,0.57605225,0.0382,1.63528426,89.3876486,51.4361851,25.8275233,392.3,179.9,13773.43,7129597,9.7,4.54810426,16.3,4.3982637,14.5058385,11,Yes,10.5406179,14.9519303,3.80437349,19.2204319,33.2,27.2,84.3531392,53.17,8.351282051,1
5,1,48176,19.4412155,22.8703089,0.62894387,0.19304218,0.43382597,0.0436,1.23090335,96.6996015,50.1826636,83.7948636,49.2,23.7,14914.41,1505845,13.7,4.50530409,15,4.14124771,19.5957096,10.6,Yes,11.6173121,15.5217444,3.91344797,17.4573167,30.3,25.4,62.2261967,43.92,10.912,1
1247,27,420152,22.333346,17.2204345,4.22370952,0.85135856,1.60465736,0.17707877,21.9370609,70.9043394,50.7939984,23.7360308,480.4,192.4,14950.85,18443415,13.1,4.16039298,16.9,4.36750248,11.5590613,10,Yes,15.4870449,18.2150045,4.31744912,16.5835947,36.4,25.8,85.6769605,47.62,9.439473684,1
11,0,122492,20.4233746,20.7727852,1.88257192,0.16654149,0.71351599,0.0278,1.30620775,94.5506645,51.0343533,23.4308241,241.7,107,14451.89,5354290,13.6,4.20619595,19.4,4.55009862,18.1439692,11.2,Yes,13.2469826,16.438206,4.08243848,18.5420621,30.8,25.8,75.0119995,55.77,6.28,1
19,0,60833,21.9650519,21.2960071,0.67890783,0.2909605,0.62794865,0.0197,1.50411783,95.8098401,50.4265777,72.1743157,54.6,26.1,13759.96,5109302,11.5,4.36183481,17.1,4.09009202,13.6394262,9,Yes,11.0884215,16.0755438,3.97941985,18.2194807,37.5,32.1,60.2967008,62.93,5.865625,1
1273,41,628195,20.4102229,18.6343413,3.98872961,0.28446581,5.12898065,0.0599,5.50720716,83.7537707,50.9077595,8.82960229,1034.7,407,15210,30571290,6.6,3.74792198,6.6,4.37284391,7.76648349,10.1,Yes,14.9412243,12.3547548,3.25571173,14.3697683,26.9,18,89.1753525,48.71,8.926666667,1
143,5,187888,19.9661501,18.80961,1.24010049,0.14796049,1.46576684,0.0341,1.55518181,94.5722984,50.4401558,41.9640818,233.1,99.1,13894.02,10060376,7.3,3.90004363,9,4.36719815,12.6130363,11.9,Yes,10.8212948,13.5709693,3.47371241,16.5310344,31.1,21.3,81.9799632,56.74,8.42,1
14,1,131730,19.2127837,22.5734457,3.44796174,0.1465118,0.55568208,0.0569,1.65641843,92.7374175,50.8312457,32.0060691,208.7,95.4,14323.17,4550684,15.6,5.19505005,22.6,4.67134672,20.0670405,11.6,Yes,12.3481605,16.7125966,4.17874572,18.2052747,27.1,26.1,79.9824609,51.37,6.066666667,1
1,0,4492,17.4087266,27.2261799,0.91273375,0.42297418,0.40071238,0.0668,1.17987533,95.8815672,50,47.3549656,12.8,11.2,13469.72,243704,14.2,5.03966402,22.9,3.97989717,23.9547038,8.9,No,10.0686499,15.9504405,4.08130418,17.680382,25,27.6,93.294002,53.48,6.542857143,1
103,3,64227,19.2675977,21.2138197,1.82010681,0.34564903,0.57763869,0.0934,5.07107603,91.3198499,50.1191088,47.1624086,171.1,89.9,14688.5,2201379,13.1,5.06566009,19.1,4.02068137,14.721313,10.2,Yes,14.0615921,16.7004289,3.99919721,17.9844861,36.4,25.8,74.6555503,51.24,9.415625,1
70,0,162805,15.0247228,14.2471054,3.57728571,0.15970026,6.59869169,0.0694,3.037376,85.2301834,47.3953503,32.2176765,138.7,57,13960.25,7929168,17,3.23695513,10.6,5.12639866,12.4800197,8.9,No,17.7873236,15.2520097,3.82284137,16.9943031,25.2,18.1,86.3374245,42.75,7.897222222,1
636,20,522046,22.6299981,16.3462607,5.70850078,0.27909418,5.84986764,0.0626,7.55623068,79.1363213,50.7296292,13.2765802,664.7,256.4,15204.45,41947957,7,3.17183527,7.8,4.417763,9.66698954,10.4,Yes,14.4601542,13.0080652,3.50402326,14.6683392,22.2,16.8,85.4772433,40.47,10.03023256,1
16,0,38779,18.6518477,19.6059723,1.23778334,0.24497795,0.72977643,0.0258,0.97991181,95.8895278,51.0456691,76.5604681,66.6,33.2,13581.7,1203238,15.2,4.72739821,18.6,4.45902968,16.1214832,10.9,No,12.8706625,16.8243256,4.1389498,19.4082746,33.2,27.2,54.3988197,62.6,6.542857143,1
9,0,79388,18.2055223,20.5207336,2.46762735,0.2191767,0.63863556,0.0214,3.00801129,92.9661914,47.4807276,53.8497342,71.3,33.8,13822.2,2619560,14.1,4.99104745,22.6,4.34194721,18.3221434,10.8,Yes,11.7872544,17.917195,4.0999033,19.7941987,40.8,28.9,59.7658068,62.15,6.015625,1
8,0,38684,20.1995657,18.6950677,1.47089236,0.17578327,0.75224899,0.062,1.56912419,95.0341226,50.7910247,45.6904022,44.2,21.5,13923.47,1472252,17.8,5.31972938,17.6,4.33369109,13.5904405,9.7,Yes,11.5567641,15.7303828,4.05013101,18.5599837,35.1,18.7,72.2896172,54.68,8.4,0
125,3,65456,17.694329,19.5245661,1.77676607,0.23221706,1.16719628,0.0596,2.85993645,93.0716817,51.8241261,40.8514749,139.3,61.1,14430.78,2308721,13.5,4.76190476,14.6,4.65519086,14.7121277,10.5,Yes,12.464428,16.8459099,4.06582938,17.9660402,31.7,31.7,79.2614607,47.35,7.811764706,1
16,0,85063,20.6717374,20.5765139,1.9044708,0.23747105,0.6312968,0.0317,1.36722194,94.6733597,51.0104276,63.700783,87.7,44.1,13732.11,2963429,14.4,4.68770056,19.1,4.10277943,15.4365766,10.9,Yes,12.0057929,16.0810798,4.12211053,20.0917696,37.1,25.7,73.4287163,62.85,6.586666667,1
124,4,251423,20.251926,18.5126261,3.99565672,0.23108467,4.6280571,0.0557,4.1320802,85.1942742,50.5041305,22.1778544,431.6,183.3,14957.19,13853916,7.9,3.32517512,9.2,3.9424563,14.0362944,9.8,Yes,11.6580311,13.6570637,3.63299226,16.3503383,29.3,20.8,83.2374706,48.07,9.448837209,1
249,5,277097,22.5029502,16.9622912,17.3776692,0.41718243,4.97407045,0.0906,9.64427619,65.146501,51.5628101,13.3233868,510.6,229.3,14643.33,21169400,11.3,3.97702134,20.5,4.15955994,18.4614269,10.7,Yes,14.1003539,17.3868533,3.86828488,18.5236239,33.5,23.6,82.7780679,43.48,9.62,1
1851,46,564751,21.9402887,16.3978461,21.6484787,0.21230595,6.08427431,0.0478,3.92615507,66.3055046,51.8697621,0.46388147,3040.5,1212.5,15197.76,30635413,10.8,4.01489703,11.3,4.9214704,8.1105586,11.9,No,17.049752,15.294497,3.805849,14.9177097,26.9,19.8,96.5038043,53.66,9.296,1
2,0,30169,19.4570586,22.0093473,0.46736717,0.21213829,0.39444463,0.0199,0.84523849,97.2919222,49.799463,55.6752019,38.6,21.3,13212.71,1469386,10.1,3.85975995,12.6,3.99002273,18.2137298,9.8,No,6.28742515,15.561453,3.8999352,17.3132723,26.5,28.1,81.5939398,53.11,7.294444444,0
41,0,272061,21.3760885,17.9739103,7.29909836,0.27236539,1.84664469,0.054,4.35196518,84.2193479,50.6092384,20.019532,351.1,149.1,14367.55,11200594,15.7,4.70911342,21.4,4.63379554,13.1856444,10.9,Yes,14.0760598,18.1960105,4.1670099,20.2968756,34,24,88.3578196,59.41,6.623684211,1
58,3,130441,19.174186,21.1612913,4.62891269,0.20162372,0.40248082,0.30895194,1.22047516,91.6613641,50.4634279,47.8976033,172.8,79.4,13940.45,4008354,17.5,5.82855942,20.3,5.10407113,13.9919698,11.5,Yes,12.7387942,18.179878,4.27510611,21.4272999,39.7,35.2,58.2258466,61.83,8.517647059,1
5,0,7279,10.6745432,22.5992581,20.3324633,0.56326419,0.17859596,0.0137,6.60805056,71.9604341,31.515318,100,18.1,20.5,13118.06,274369,24.6,6.21904238,30.1,3.31791994,9.59298342,9.8,No,10.4683196,18.0919857,4.0249062,19.5233969,34.3,20.3,90.9279419,69.19,6.939130435,0
69,0,154835,22.2204282,19.64995,3.38295605,0.32615365,1.14250654,0.0626,5.89853715,87.7249976,50.9122614,40.3520967,193.7,81.9,15020.77,5583610,9.1,3.69303436,17.8,3.62958385,15.6256078,10.4,Yes,11.2392659,14.9468337,3.71122691,18.1548999,35,25.7,69.0739082,50.7,9.783333333,1
2,0,14523,20.0647249,21.5520209,1.15678579,0.30296771,0.20656889,0.00689,1.26007023,95.8823935,49.3561936,100,33.9,16.3,14816.32,663976,10.6,3.94469812,17.3,4.0125647,17.135024,9.9,No,11.4357262,15.5710893,3.9554785,18.1141008,28.4,21.1,55.2643988,41.94,11.975,0
23,0,36506,19.3803758,18.8900455,3.31452364,0.25201337,0.35336657,0.0219,1.57234427,93.4558703,48.2194708,66.8329628,67.2,28.6,13681.41,4452185,15.7,4.88760321,20,4.49438848,14.4139244,11,Yes,10.4513889,15.8831922,3.93336174,18.9178458,31.7,26.4,46.6215168,79.49,8.467741935,1
11,0,45168,18.0193943,20.7359192,5.532678,0.17490259,0.7328197,0.0221,2.01248672,90.5353348,46.8495395,68.6624703,52.5,25.6,14203.21,1260972,13.6,5.28520949,18.9,4.21941284,17.1462487,10.8,Yes,10.6627393,16.636071,4.0140202,18.6484378,30.2,31.6,68.0896478,49.91,9.646428571,1
43,0,84501,18.1204956,19.5027278,2.57038378,0.17987953,1.17868428,0.013,1.33252861,93.8225583,49.9118354,60.069757,107.5,46.2,13866.04,3867491,20,4.91477786,19.3,4.56676543,16.1265641,11.7,Yes,16.236054,17.2203629,4.21685859,19.1399288,33.1,26.5,64.8424843,43.38,6.28,1
2,0,43641,21.0375564,21.0742192,0.46974176,0.25205655,0.27726221,0.0252,0.93948351,97.1563438,50.202791,61.460177,69.3,34.4,13386.05,1569079,13.3,4.64810028,20.3,4.22132346,20.0894895,10.8,No,11.2200436,16.3074259,4.08139152,18.8198117,35.3,29,58.3141593,60.81,7.294444444,0
43,0,24704,22.4012306,20.0858161,0.57885363,0.35621762,0.57075777,0.0162,4.00340026,93.920013,49.8664184,82.2536126,63,28.1,14322.21,755938,10.2,4.00513685,14.5,3.84727419,22.0282288,10.9,Yes,10.7774799,16.2600056,3.99023358,18.0737134,32.1,20.3,61.3451859,46.86,9.46875,1
501,24,210793,20.5144383,19.9536987,2.91945179,0.33397694,3.17183208,0.0579,8.10273586,84.324432,51.4547447,16.3054883,467.1,210.9,14291.07,9039506,14.1,4.58368936,20.3,5.02745802,11.2449647,9.9,Yes,16.3839155,16.8778219,4.18763226,20.3069891,28.8,25.6,91.1162719,56.55,7.828947368,1
865,56,543557,23.5425172,17.9484396,3.58067323,0.41338811,2.47131396,0.10394494,10.8104578,81.5561202,51.0049544,21.257111,550.4,215,15062.44,26442386,10.7,3.39050502,10.1,3.86390632,14.2751099,11.2,Yes,15.3565785,16.2084341,3.85224989,14.8988806,32.2,21,77.7647297,43.34,9.739473684,1
51,4,86184,19.8250255,21.9890003,4.15042235,0.14967976,0.4676042,0.0197,1.52696556,91.833751,51.6012253,40.318084,254.4,114.4,14055.55,2846290,13.7,5.10006614,23,4.85347317,16.5386073,11.4,No,13.3884298,16.8048733,4.14743148,18.0688356,36.6,30.1,82.1223164,54.85,7.390322581,1
328,2,141314,22.7458001,19.3873219,2.04509107,0.34391497,1.55752438,0.0658,13.782074,81.4533592,50.8548339,26.5557619,369.1,153.6,14892.22,5659207,9.9,3.75867007,14.6,3.71438261,15.0979578,12.9,Yes,13.1687243,15.6948959,3.71576715,15.8749437,34.7,18.5,85.0435733,49.7,9.845945946,1
1803,23,368100,22.6044553,16.7093181,5.80114099,0.92909536,3.80412931,0.16164086,25.4064113,63.4227112,51.0491714,7.92567604,1012.5,413.2,14798.07,21674408,13.8,4.61116925,17.4,4.44854013,10.5049469,11.2,Yes,16.5774018,18.1320032,4.00399262,18.3367046,31.2,20.5,81.8799589,42.23,9.1625,1
1523,26,317646,19.7106213,19.8913256,4.05892094,0.61546502,1.39652317,0.0869,12.8703022,80.4153051,50.528261,19.984856,360.4,167.1,14428.12,14876375,14.6,5.40549105,23.2,4.84546108,10.9030292,10.3,Yes,14.3630161,17.470788,4.32358056,19.3079973,29.6,28.6,80.574477,50.95,7.56,1
29,0,113664,20.4699817,19.2981067,4.50978322,0.27537303,0.64400338,0.044,2.0666174,90.551098,51.0267103,36.276494,94.5,42.7,14151.36,6530249,14.6,4.79574334,17.5,4.25063148,15.9872102,10.1,No,13.7764616,16.1981096,3.82388404,19.3135301,38.1,25.8,59.1795782,57.85,7.648387097,1
4,0,40968,19.700742,19.4297989,2.38966999,0.32952548,0.63464167,0.00488,2.17975005,93.3924038,48.6086702,63.5373993,44.4,21.7,13212.42,1865208,17.4,4.8128043,26.5,4.33264483,19.3563997,9.3,Yes,10.6894554,17.6906119,4.35614171,20.4859731,34,26.6,80.6559264,67.94,6.542857143,1
44,0,110683,19.3914151,21.6754154,5.72445633,0.22225635,0.77428331,0.0244,1.55669796,90.0409277,50.5506717,44.4889316,173.4,76.9,14029.43,4101219,16.1,4.71180147,24.4,4.24840358,16.1073826,9.9,Yes,12.1499449,15.8999012,4.2085505,19.2528176,33.1,26.1,85.1240591,56.48,7.417647059,1
17,0,46222,22.1885682,21.7082774,0.79615767,0.16875081,0.6165895,0.0346,1.65721951,95.7444507,51.0276492,50.4669894,113.6,52.4,14159.48,1594976,14.7,4.67599942,23.2,3.92668395,17.0302665,10.5,Yes,13.5330302,16.1634128,4.06201972,19.3295218,40.5,22.1,61.3855448,60.21,8.011111111,1
847,27,169507,19.6487461,17.2152183,13.5197956,0.60587468,2.66832638,0.13568761,16.5881055,65.0586701,50.4610429,38.3538818,279.2,132.1,14592.17,5673380,12,5.3558363,16.3,4.06785576,7.67646954,9.9,Yes,19.4223195,16.4076228,3.76585658,17.3750038,32.7,24.7,86.1365269,52.05,8.715217391,1
2354,76,828604,21.5082235,17.7556469,9.36044238,0.23424941,8.0245811,0.0637,5.32268732,75.3403315,51.3316373,2.93371206,1655.9,674.3,15066.79,69918251,6.2,3.43178597,6.6,4.41124803,10.9433163,9.2,Yes,14.7619278,11.7595402,3.18751893,13.1946779,25.5,18.7,95.4682863,43.32,9.3125,1
44,0,18240,20.4221491,21.0416667,1.61732456,0.16995614,3.36074561,0.0329,2.93311404,90.9703947,51.6776316,53.7690918,140.3,61.2,14321.94,1723924,11.2,3.50276243,13.8,5.09283307,16.4185639,10.6,No,10.0543478,13.8861274,3.63338471,16.1130486,30.4,29.3,52.9315159,51,7.802857143,1
1176,25,304807,19.9883861,19.013671,5.46280105,0.4278117,3.03601951,0.11548291,13.8467949,75.939857,50.8036233,12.7684014,805.4,325.6,14848.9,12457389,9.3,4.43360604,14.4,4.18922172,10.448081,10,Yes,14.7934763,14.7093049,3.68446263,16.0804904,31.9,27.4,87.256117,40,9.109090909,1
48,0,91083,19.542615,21.3629327,2.41318358,0.27337703,0.46880318,0.0329,3.60001318,92.3322684,49.7359551,34.8605704,206.2,98.4,14285.88,2920049,14.6,5.24421116,19,4.47491953,16.5165328,11.2,No,12.911457,18.4358315,4.26445983,19.481766,40.2,26.5,74.321894,54.48,7.910714286,1
17,1,46139,21.4005505,18.4897809,0.9167949,0.28609203,0.51583259,0.0542,2.12401656,95.1364356,49.4397365,88.4987709,83.4,37,14394.2,880847,9.1,3.73327845,12.8,3.52224193,16.4762504,11.4,No,9.75677942,14.2564447,3.70628703,17.1268645,27.2,29.6,49.8118297,54.2,9.646428571,1
7130,206,1584138,21.7133861,13.6525985,40.6860387,0.87624942,7.75885687,0.15749891,15.1671761,34.3511108,52.6826577,0,11379.5,4997.5,15255.62,110734916,25.3,5.54154112,34,6.36321869,7.57813928,11.2,No,23.4322299,21.6554944,4.63678779,20.6142494,27.6,24.1,99.9413502,50.06,9.55,1
256,6,55933,17.9518352,22.7790392,5.57273881,0.51847746,1.65555218,0.0465,11.4297463,79.790106,49.2821769,70.7612125,105.3,70.4,14236.41,1253930,9.8,5.38100251,15.2,4.36676873,7.36205132,9,Yes,17.7903951,15.9709716,3.70742394,16.2222954,32.1,31.6,76.8324356,38.99,7.572727273,1
4,0,16622,20.3766093,24.0644928,0.58356395,0.40909638,0.38503189,0.00602,1.35964385,96.4745518,50.1564192,100,16.1,12,13618.87,744771,14,5.32758381,24.3,4.21473274,19.640519,8.6,Yes,11.6981132,16.8906534,4.24223243,18.5773939,29.5,25.8,42.2523916,58.79,6.088888889,1
200,2,142067,19.71253,20.4171271,2.92045303,0.3434999,0.59478978,0.0514,4.77732338,90.5910592,48.7593882,36.4612345,190.4,89,14695.9,4810715,12.8,5.17476169,15.7,4.36875176,13.2567388,11.5,No,11.621529,16.9194887,4.0124113,18.8551527,31.6,23,75.1822455,58.9,9.6,1
24,1,40540,20.9694129,18.9787864,1.08534781,0.16280217,0.72767637,0.0395,2.39516527,94.7878638,50.4390725,66.8203113,120.8,48.8,14054.93,1551086,12.7,3.94607361,15.1,3.84903101,14.7055219,11,Yes,12.6634549,16.2193487,3.93290036,17.9788911,34,26.2,67.5356405,47.1,7.910714286,1
13,0,73952,17.8818693,22.3590978,2.89106447,0.16767633,0.56117482,0.0311,1.55235829,94.1529641,47.739074,70.8021404,72.4,35.5,14850.84,2601860,14.1,5.10535571,18.6,4.105331,21.4762218,10.7,Yes,10.9348633,15.8785497,3.85694797,17.9919414,38.2,28.1,71.1944637,54.15,8.359375,1
1,0,6071,10.6242794,28.2984681,3.62378521,0.57651128,0.39532202,0,1.94366661,92.6041838,47.685719,100,14.3,14,14058.05,561999,12.8,4.97586335,20.9,4.36485187,19.7076696,8.9,Yes,8.50661626,15.4463583,3.94087576,17.4737056,30,26.8,36.7921593,58,8.547619048,0
32,2,40589,18.4729853,23.6615832,0.51738156,0.20695262,0.36463081,0.069,1.71228658,96.2428244,49.5799355,84.0298921,52.7,27.9,13798.2,5152922,12.7,4.02284822,19.7,4.33737261,11.7116018,9.2,Yes,13.0109384,16.0629684,4.0405305,18.2378902,34.4,34,40.4396162,59.46,4.333333333,1
14,1,40763,19.9690896,22.0371415,0.73841474,0.26739936,0.51026666,0.0172,1.3419032,96.0724186,50.3741138,90.1098116,37,18.8,13874.3,2158993,13.3,5.16691474,21.4,4.21962638,15.1986861,8.5,Yes,12.6682987,14.9505741,3.93222711,18.1089601,36.3,27.4,56.7852124,58.15,6.260714286,1
23,0,44785,18.1467009,18.064084,6.07792788,0.54259239,1.81757285,0.0692,6.00870827,84.5550966,45.64698,42.8148709,142.2,53.8,14193.56,1763808,11.8,3.71690428,13.1,4.38461226,14.7998655,10.7,No,12.2525597,16.1825467,3.73619637,16.9728656,33.5,21.3,68.7654349,38.85,7.865517241,1
6,0,51266,19.4319822,22.4222682,1.12160106,0.21261655,0.45059104,0.0429,1.0923419,95.9427301,50.5676277,54.755929,81.5,40.7,13558.5,1744639,14.6,4.92395522,20.9,4.04183486,21.6374947,10.8,Yes,10.223133,16.424516,4.11884594,18.5744657,39.9,26,73.6505165,64.73,6.648148148,1
1,0,39498,19.3351562,22.907489,0.46584637,0.34178946,0.49369588,0.0608,1.15448884,96.7593296,49.9468328,55.0424489,47.3,26.6,13086.58,1591424,15.3,4.45482212,18.1,4.02196821,16.3897224,9.9,No,10.411121,15.8670542,3.99363959,18.9370639,29.8,22.8,81.4611981,60.28,6.164516129,1
70,1,207346,19.4515448,20.5535675,3.18935499,0.18182169,1.16809584,0.0342,1.75021462,92.0268537,50.8767953,30.8247522,242.5,108.5,13750.27,15025337,9.7,4.32920444,10.8,4.54987484,14.3754402,10.3,Yes,10.3827094,14.3951187,3.58624929,16.1993097,33.5,22.9,74.0395535,58.06,8.065116279,1
70,1,51276,16.6159607,24.1575006,3.09696544,0.30618613,0.68258055,0.0312,4.68055231,90.2937047,47.0356502,88.093976,72.8,43.6,14031.36,1526693,13.7,4.72571199,18.3,4.1650147,10.5458451,9.2,Yes,15.1760104,15.413296,3.91594191,17.335413,30.9,25.2,58.2295256,49.29,6.906,1
231,6,350611,18.2872186,22.7180551,2.4639843,0.13918559,0.9751548,0.0265,1.24097647,93.7720151,51.082824,25.3635988,355.4,163.7,14053.91,13083629,9.8,4.41846938,12.3,4.436355,14.7464601,9.8,Yes,10.0865988,15.7458386,4.21994903,18.6771996,31.1,25,85.9566393,49.98,8.648648649,1
12,0,27046,19.3226355,21.1787325,0.85410042,0.28100274,0.48435998,0.0148,1.90416328,95.5372329,49.8225246,83.4559344,71.2,33.4,13959.9,2201326,11.3,4.49585334,17.1,4.00760587,8.78413001,9.5,Yes,13.287037,15.3618885,3.89860123,17.9852874,33.9,30.8,65.3098034,51.15,8.134782609,0
371,3,448273,22.089218,17.448296,5.71861343,0.36250231,1.5278636,0.0729,7.90790434,82.8785138,50.5618228,24.7204418,481.1,197.6,15034.26,18675558,9.8,3.85408792,12.8,3.99162205,12.3745175,10.7,Yes,12.9724421,14.7023457,3.87715731,16.2311949,31.7,21.4,72.1630358,46.12,9.739473684,1
39,0,48649,18.7424202,19.7249687,1.23126889,0.28572016,2.23642829,0.0452,3.19431026,91.4797838,51.6906822,1.14285714,2064,862.8,14848.04,1546297,8.2,3.45832375,7.1,5.24644202,10.0179915,6.8,No,16.8911917,11.4236134,3.14978853,12.4372753,23.2,20.3,96.3609023,39.77,6.765714286,1
169,0,163861,18.6884005,18.8952832,1.83387139,0.46502829,2.74806086,0.0915,5.31975272,88.0941774,51.6718438,7.98637442,985.9,437.3,15086.33,8086479,9.6,3.69821831,10.1,4.47428353,9.58720078,6.6,Yes,16.8802796,14.3304038,3.90588496,14.4875495,29.8,24.2,94.2127373,54.64,6.765714286,1
74,0,82542,16.905333,22.1887039,3.69993458,0.5718301,1.95779119,0.14901505,5.95817887,85.5818856,50.6081752,12.0922208,809.6,408.2,15858.43,5328893,9,3.5470363,11,4.89980682,12.1016056,6.5,Yes,16.7989793,12.0567884,3.53937623,12.7806659,25.3,19.5,89.1817875,39.29,6.765714286,1
1278,3,636084,20.5438275,15.2836732,8.66159187,1.37246024,4.50616585,0.28125216,23.4244219,60.8713629,51.3045447,5.50882686,1530.3,646.7,14363.89,32410449,15.8,4.4006671,22.7,5.51318231,9.42956616,7.5,Yes,19.9612566,17.306258,4.10212743,14.4609534,29.1,26.6,96.3117573,46.87,5.943636364,1
140,0,126179,16.5178041,20.7356216,1.2442641,0.95499251,2.02014598,0.0404,3.29214846,90.9414403,51.5561227,30.823207,385.7,188.9,,6252824,9.8,3.58814579,9.7,4.48321383,11.5735236,6.4,Yes,14.973262,12.1841856,3.32346045,12.3183969,24.3,18.7,92.2207609,47.98,6.474285714,1
9,0,24541,20.0643821,21.7717289,27.5049917,0.33413471,0.41155617,0.0204,1.54027953,68.9336213,51.6401125,78.5773301,51.8,24.6,16154.4,532044,15.3,3.97693378,30.8,5.21920668,11.7304425,10.4,No,14.3157895,19.8950356,4.26849565,17.323519,36.7,29.1,59.0392257,59.27,16.88378378,0
60,3,169401,21.752528,19.4219633,24.7891099,0.56198015,1.15347607,0.0697,5.85533734,65.9470723,51.6844647,36.9989819,149.5,67.5,17507.15,6009182,17,3.34577518,22.8,4.65072198,9.98935658,11.3,No,12.8849585,17.706604,3.87034442,14.9159068,35.8,26.9,68.2889962,62.32,18.57222222,0
5,0,8903,18.8700438,20.1055824,72.469954,0.37066158,0.76378749,0.0449,3.59429406,22.2284623,47.3098955,68.2599098,25.5,11,18272.87,333219,38.2,5.80291971,51.6,6.15989416,5.55432126,10.2,No,17.8837556,26.6776444,4.75400654,22.220363,39.9,41.1,61.2246857,55.4,17.3,0
111,5,200482,22.8708812,18.0490019,15.9759979,0.33968137,1.01555252,0.0464,3.92354426,77.23237,51.8525354,37.9257826,261.6,118.5,16172.41,6278912,15.4,3.25630721,21.3,4.7131741,13.0308565,11,No,12.8450177,16.1886433,4.06062624,17.5469985,34.1,26.9,51.7480201,75.86,14.8625,0
7,0,14275,19.0823117,21.6952715,59.8038529,0.42732049,0.52539405,0.0771,2.22767075,36.0980736,51.9019265,54.5067868,40.6,19.6,18268.83,308519,28.4,6.51302605,39.1,4.81746085,18.0794103,10.2,No,16.2303665,22.6960394,4.3037996,17.8340138,37.2,35.8,6.8743354,54,17.508,0
5,0,21112,23.8537325,18.3450171,43.7192118,0.63944676,0.91890868,0.0237,2.55778704,50.9046988,52.306745,82.54277,41.2,19.1,18046.87,626073,22.6,4.78245236,33.6,6.07964402,14.9918014,10.4,No,14.9299208,22.0722981,4.53657532,19.7137593,38.9,34.5,55.5855179,74.23,17.74230769,0
198,7,188715,18.5586731,27.2590944,17.5280184,0.42444957,1.38833691,0.13830379,11.1596852,68.1503855,50.9970061,19.6464345,281.5,161.4,19824.7,6565845,10.3,3.22443953,20.1,4.17020907,8.83089636,10.1,No,17.0614003,12.3640594,3.28987124,12.8188304,23.5,17.1,83.0743437,35.34,18.89761905,0
98,3,221091,23.8585017,13.7545174,23.8702616,0.683429,2.68260581,0.1289062,6.88404322,63.5656811,50.3295023,28.9536276,161.8,66.8,18870.18,7034739,12.3,3.03479783,18.2,3.84656652,6.60741407,9.9,No,14.2664586,16.5628004,3.76785676,15.7517345,35,25.1,79.3126522,71.24,17.85833333,0
6,1,14520,18.8292011,23.2644628,40.0550964,0.50964187,0.32369146,0.10330579,3.87052342,54.2561984,52.1831956,100,39.8,19.3,17528.29,732086,16.2,4.24606152,28,6.14960954,12.921654,10.2,No,16.5573771,19.3528666,3.94117032,16.376316,38.6,35.3,5.01482702,48.63,17.22051282,0
353,2,405905,19.6925389,16.4129538,26.4143088,0.39861544,1.77874133,0.0956,5.09429546,64.9452458,51.6135549,10.8809311,382.3,185.6,19746.51,27580595,15,2.77194802,23.4,5.23936676,11.2097011,8.9,No,19.1889743,14.8932943,3.49530393,15.8181347,26.7,20.6,79.9428341,52.14,17.10510204,0
